"FORMBY (HIGHTOWN)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2808/5,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,3.34,3.41,3.22,2.01,2.80,1.69,2.51,3.54,5.30,1.52,4.42,
February,2.65,0.65,3.49,3.50,0.52,4.60,2.65,1.29,2.95,0.81,0.52,
March,4.21,2.27,1.18,1.40,1.12,0.78,0.60,2.75,1.72,1.18,2.90,
April,4.08,1.27,1.51,2.16,1.79,1.91,1.14,1.65,0.79,0.86,3.09,
May,3.22,2.05,1.12,3.24,3.64,4.07,3.10,0.72,1.38,1.70,0.98,
June,3.28,0.41,1.75,0.54,4.34,0.12,1.45,3.18,4.22,1.35,1.75,
July,5.56,1.01,4.27,2.59,4.55,3.04,3.54,2.85,1.43,2.31,4.03,
August,2.09,4.32,3.33,3.33,5.12,2.54,2.86,4.55,3.73,4.37,5.96,
September,2.56,1.63,3.16,3.10,3.96,4.69,4.19,4.19,1.14,1.67,3.18,
October,1.84,2.90,0.47,3.61,4.61,3.61,3.70,2.67,3.50,4.96,4.33,
November,1.41,2.72,1.99,3.54,2.10,2.75,4.75,4.41,4.99,5.15,5.73,
December,2.16,3.27,4.02,4.25,4.19,2.41,1.10,0.99,2.55,5.08,3.88,
Total,36.40,25.91,29.51,33.27,38.74,32.21,31.59,32.79,33.70,30.96,40.77,
Calc annual,36.40,25.91,29.51,33.27,38.74,32.21,31.59,32.79,33.70,30.96,40.77,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
