"BELGARD CASTLE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,6112,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,2.92,2.76,2.47,2.23,3.38,3.05,3.67,2.52,3.18,0.58,3.99,
February,2.03,0.59,1.86,4.67,0.27,4.27,2.14,2.62,2.26,1.40,1.07,
March,2.72,2.69,1.71,1.32,0.65,0.63,1.10,2.86,3.78,0.39,2.96,
April,3.10,0.62,2.24,2.87,1.97,1.74,1.64,1.31,1.30,1.29,1.27,
May,2.62,2.53,1.06,1.71,3.12,5.70,2.07,0.88,0.52,1.96,1.72,
June,1.39,0.25,1.32,1.00,2.60,0.22,2.80,3.26,4.45,1.17,1.57,
July,5.04,3.29,2.26,3.01,3.61,2.39,2.53,2.66,1.62,3.66,2.74,
August,1.99,2.61,3.23,4.22,3.35,1.26,2.06,5.24,3.30,3.81,4.78,
September,1.26,1.46,2.03,2.73,4.42,2.01,1.56,3.27,1.13,0.50,6.22,
October,3.93,2.36,1.12,2.22,2.14,2.59,3.47,3.00,2.55,2.72,3.73,
November,2.54,2.10,0.52,2.27,1.82,2.40,3.45,2.74,3.28,5.10,2.83,
December,2.03,2.78,2.53,2.40,5.00,1.90,0.92,1.99,2.10,6.43,2.82,
Total,31.57,24.04,22.35,30.65,32.33,28.16,27.41,32.35,29.47,29.01,35.70,
Calc annual,31.57,24.04,22.35,30.65,32.33,28.16,27.41,32.35,29.47,29.01,35.70,
Difference,0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,
