"ROTHESAY, ARDENCRAIG",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,6.65,8.56,6.53,6.86,5.91,,,,,,,
February,6.18,2.06,6.60,5.95,1.47,,,,,,,
March,5.53,6.45,2.56,2.90,1.16,,,,,,,
April,3.29,1.46,3.49,3.92,3.81,,,,,,,
May,6.97,3.90,5.20,2.94,4.67,,,,,,,
June,3.36,1.14,3.95,2.62,3.06,,,,,,,
July,4.43,5.52,3.94,5.09,5.93,,,,,,,
August,4.94,6.70,3.84,8.42,5.17,,,,,,,
September,4.08,3.22,3.30,8.23,5.66,,,,,,,
October,4.24,5.32,2.84,7.54,3.96,,,,,,,
November,7.23,3.72,5.49,5.42,3.54,,,,,,,
December,5.08,9.00,5.35,6.42,7.52,,,,,,,
Total,61.98,57.05,53.09,66.31,51.86,,,,,,,
Calc annual,61.98,57.05,53.09,66.31,51.86,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,0.00,0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,
