"BUSHEY HEATH, CALIFORNIA LANE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,899,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,2.59,2.74,2.76,1.25,1.81,2.12,3.55,1.55,3.89,1.40,2.95,
February,0.38,0.28,1.19,3.25,0.46,3.19,2.59,3.50,1.79,0.72,0.68,
March,1.15,1.22,1.89,2.76,1.05,0.43,0.25,3.09,2.10,0.12,1.09,
April,3.50,0.91,2.83,1.65,3.73,1.38,3.33,1.82,1.19,0.96,1.46,
May,1.00,0.60,1.02,2.18,4.12,2.52,2.70,1.54,1.82,2.06,2.40,
June,-999.00,0.72,1.42,0.46,3.92,0.18,3.65,3.43,2.46,1.39,1.60,
July,2.42,0.23,4.05,3.13,3.82,3.36,2.17,3.19,2.75,2.06,1.45,
August,-999.00,1.28,1.85,2.08,3.74,2.44,0.79,3.55,2.51,1.35,3.75,
September,4.73,2.60,3.31,1.72,2.64,3.25,2.75,5.88,1.39,0.58,3.14,
October,1.67,0.76,0.19,6.37,3.85,3.74,2.22,2.93,4.70,3.61,1.06,
November,1.37,1.83,1.63,1.50,1.88,1.54,5.30,3.37,2.66,6.63,3.94,
December,2.00,1.26,2.87,2.09,4.14,2.02,0.32,3.63,2.59,5.26,2.36,
Total,24.78,14.43,25.01,28.44,35.16,26.17,29.62,37.48,29.85,26.14,25.88,
Calc annual,20.81,14.43,25.01,28.44,35.16,26.17,29.62,37.48,29.85,26.14,25.88,
Difference,3.97,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,
