"SMEETH SCHOOL",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,274,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,2.10,2.68,4.21,1.93,3.82,2.34,3.04,2.68,5.10,1.52,2.55,
February,1.62,0.96,1.85,4.20,0.88,3.29,2.53,4.55,1.35,0.79,1.50,
March,1.32,1.24,3.19,2.60,1.75,1.23,0.41,3.45,1.63,0.19,1.68,
April,2.59,1.67,3.40,2.19,2.53,2.95,4.53,1.75,2.73,1.23,1.60,
May,1.33,1.47,0.68,3.55,3.57,2.59,1.93,0.85,3.10,1.65,4.16,
June,1.66,0.13,1.92,0.96,1.36,0.54,2.82,4.19,3.01,1.59,1.14,
July,3.83,0.03,2.76,0.84,3.26,4.89,1.94,5.98,1.21,1.60,3.34,
August,,1.72,2.23,1.45,3.18,1.64,2.37,4.78,1.84,2.87,3.37,
September,,0.48,4.94,1.36,2.96,3.26,0.65,3.69,0.34,0.77,4.59,
October,3.33,0.33,2.63,6.65,5.18,4.02,3.84,1.91,6.91,3.58,2.47,
November,1.56,1.75,1.67,3.35,3.36,3.83,6.92,3.24,4.79,6.03,5.15,
December,3.37,1.66,3.80,2.78,3.90,5.06,1.22,5.00,2.57,5.94,2.86,
Total,,14.12,33.28,31.86,35.75,35.64,-999.00,42.07,34.58,27.76,34.41,
Calc annual,22.71,14.12,33.28,31.86,35.75,35.64,32.20,42.07,34.58,27.76,34.41,
Difference,NaN,-0.00,0.00,0.00,0.00,0.00,-1031.20,0.00,0.00,0.00,0.00,
