"TAYPORT LIGHTHOUSE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5502,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,2.42,2.74,3.39,1.30,2.46,2.01,4.81,1.80,4.15,1.11,2.21,
February,1.64,0.38,2.28,4.38,0.90,3.32,4.83,1.16,1.89,1.92,1.11,
March,1.81,2.45,1.71,1.12,0.91,1.42,1.11,2.20,3.52,0.42,1.67,
April,1.91,1.14,1.41,2.17,1.76,2.89,1.97,1.01,0.82,1.14,1.91,
May,3.13,1.71,1.28,1.80,4.18,3.35,1.90,2.15,1.41,2.62,1.42,
June,1.18,0.50,1.84,0.76,1.85,0.67,2.56,2.05,3.61,1.57,1.84,
July,2.51,1.84,3.06,2.29,3.86,1.62,2.74,2.39,0.86,2.82,2.28,
August,3.77,3.07,2.63,5.05,2.57,1.99,2.21,5.59,5.52,3.21,6.32,
September,2.49,1.22,2.13,2.09,4.11,2.75,4.07,6.18,2.11,0.65,4.50,
October,1.97,1.75,1.52,2.22,4.35,2.17,5.15,5.22,3.65,2.53,2.75,
November,2.13,1.85,1.24,2.52,1.62,1.01,4.94,1.83,2.17,3.59,3.37,
December,3.28,1.30,1.50,2.92,3.65,2.09,0.24,1.95,2.34,3.87,2.71,
Total,28.24,19.95,23.99,28.62,32.22,25.29,36.53,33.53,32.05,25.45,32.09,
Calc annual,28.24,19.95,23.99,28.62,32.22,25.29,36.53,33.53,32.05,25.45,32.09,
Difference,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
