"DALRY WATERWORKS (FILTERS)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5248,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,5.22,7.25,3.96,6.09,5.77,5.60,6.00,5.08,4.64,2.33,7.03,
February,6.00,1.69,5.07,4.36,1.50,4.20,4.57,2.62,2.71,2.40,0.37,
March,4.44,6.79,1.54,2.58,0.92,2.99,3.90,3.35,2.65,1.92,3.61,
April,1.83,1.62,2.95,2.87,2.98,4.79,2.57,2.68,1.08,1.77,2.72,
May,5.87,3.59,3.26,1.14,3.55,7.74,2.98,2.67,1.55,3.27,2.73,
June,3.05,1.09,2.80,0.88,2.52,0.84,2.89,5.29,3.10,2.51,2.91,
July,4.99,5.90,2.25,4.88,4.57,2.04,3.70,4.65,2.07,2.63,4.16,
August,7.67,6.90,3.29,6.04,3.47,4.38,4.85,5.44,3.62,7.67,6.78,
September,3.77,2.76,3.20,8.03,5.17,3.13,4.26,5.09,3.35,2.01,4.20,
October,2.70,4.98,3.28,6.87,3.68,4.63,5.04,4.54,6.43,7.37,7.95,
November,5.27,3.88,4.05,4.01,3.18,1.39,4.90,2.27,8.10,9.54,6.19,
December,5.68,8.61,3.59,6.24,5.01,4.46,1.93,1.38,5.43,11.90,6.35,
Total,56.49,55.06,39.24,53.99,42.32,46.19,47.59,45.06,44.73,55.32,55.00,
Calc annual,56.49,55.06,39.24,53.99,42.32,46.19,47.59,45.06,44.73,55.32,55.00,
Difference,-0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,-0.00,
