"NORTON-EVESHAM (THE COTTAGE)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,3.09,1.68,2.57,,,,,
February,,,,,0.36,2.21,2.60,,,,,
March,,,,,0.85,0.49,0.58,,,,,
April,,,,,2.62,1.53,2.49,,,,,
May,,,,1.61,5.72,2.41,3.47,,,,,
June,,,,0.17,1.66,0.30,1.72,,,,,
July,,,,2.92,3.30,3.62,1.70,,,,,
August,,,,2.33,3.29,1.85,2.56,,,,,
September,,,,2.58,4.07,3.37,0.33,,,,,
October,,,,4.85,4.23,3.00,2.78,,,,,
November,,,,1.19,1.95,1.04,5.09,,,,,
December,,,,2.71,2.33,2.48,0.32,,,,,
Total,,,,,33.47,23.98,26.21,,,,,
Calc annual,0.00,0.00,0.00,18.36,33.47,23.98,26.21,0.00,0.00,0.00,0.00,
Difference,NaN,NaN,NaN,NaN,0.00,0.00,0.00,NaN,NaN,NaN,NaN,
