"BIRR, KINITTY, MONEYGUYNEEN HOUSE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,4.04,3.64,,2.19,4.17,3.84,,,,,,
February,3.19,0.97,,5.38,1.69,5.17,,,,,,
March,3.37,2.31,,1.90,0.59,0.45,,,,,,
April,2.93,0.93,,2.82,2.64,3.74,,,,,,
May,3.41,2.63,,1.53,3.50,4.95,,,,,,
June,1.15,0.91,,1.31,4.10,0.68,,,,,,
July,5.28,5.37,,2.98,3.15,3.22,,,,,,
August,2.62,3.46,,5.40,4.08,1.95,,,,,,
September,1.61,1.95,,3.51,6.14,2.19,,,,,,
October,4.49,2.56,,4.83,3.54,3.81,,,,,,
November,2.88,2.86,,2.56,4.39,2.24,,,,,,
December,2.84,3.83,,3.14,5.26,2.21,,,,,,
Total,37.81,31.42,,37.55,43.25,34.45,,,,,,
Calc annual,37.81,31.42,0.00,37.55,43.25,34.45,0.00,0.00,0.00,0.00,0.00,
Difference,0.00,0.00,NaN,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,
