"WHITHORN, GLASSERTON",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5006,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,6.15,4.37,3.00,5.60,2.78,4.86,4.09,7.63,2.36,5.42,
February,,0.52,5.28,5.37,0.92,4.22,5.58,2.57,3.47,2.75,0.48,
March,,4.63,1.45,1.10,2.05,1.21,1.84,4.03,4.62,1.14,2.02,
April,,1.10,2.51,2.22,1.86,2.68,1.55,1.96,1.36,1.12,1.83,
May,,1.67,2.47,1.90,3.58,5.14,2.50,2.52,2.19,2.83,1.47,
June,,0.35,2.14,1.13,2.65,0.35,2.55,3.36,5.85,1.92,2.30,
July,,4.00,3.91,3.79,4.45,2.24,3.70,2.71,3.34,3.82,2.90,
August,,5.46,3.11,7.99,4.09,4.01,3.91,4.89,4.65,5.53,5.11,
September,,2.26,2.78,3.81,6.15,3.58,3.56,5.89,1.91,0.89,4.75,
October,,3.75,2.38,4.67,3.22,4.09,4.55,4.45,9.35,6.08,7.26,
November,,3.17,3.13,4.25,2.56,2.64,6.03,4.77,6.86,5.92,5.23,
December,,3.97,3.53,5.70,4.44,4.70,1.63,2.12,4.03,7.44,4.96,
Total,,37.03,37.06,44.93,41.57,37.64,42.26,43.36,55.26,41.80,43.73,
Calc annual,0.00,37.03,37.06,44.93,41.57,37.64,42.26,43.36,55.26,41.80,43.73,
Difference,NaN,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,
