"CARDIFF (ST FAGAN'S CASTLE)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,4059,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,7.07,7.49,5.49,3.40,5.91,6.27,6.95,6.05,11.85,2.20,7.60,
February,1.73,0.10,5.50,10.36,0.60,7.90,5.13,5.26,6.20,1.47,0.61,
March,5.02,4.29,4.75,2.05,2.07,0.52,1.16,5.60,5.39,0.75,2.74,
April,6.00,1.09,4.20,4.12,3.70,3.15,2.53,2.64,2.29,0.60,2.83,
May,5.05,2.82,1.28,3.20,4.58,5.26,3.93,2.14,0.68,3.84,1.80,
June,3.65,0.11,1.21,0.93,3.04,0.05,3.15,4.30,2.96,3.41,0.69,
July,7.11,1.24,5.24,2.42,7.33,4.47,3.48,4.82,2.37,2.80,3.54,
August,2.84,3.87,5.00,4.56,6.97,7.69,6.76,6.37,4.58,4.19,6.28,
September,3.58,2.83,4.39,3.89,7.79,6.50,2.44,8.92,1.23,0.75,5.71,
October,6.47,2.27,1.76,7.49,6.83,7.71,5.86,4.66,8.73,7.55,6.26,
November,3.19,3.52,2.57,3.63,4.42,3.18,10.44,7.96,6.21,11.97,5.90,
December,5.55,3.53,8.94,4.88,7.62,3.51,0.35,3.11,6.45,9.99,5.08,
Total,57.26,33.16,50.33,50.93,60.86,56.21,52.18,61.83,58.94,49.52,49.04,
Calc annual,57.26,33.16,50.33,50.93,60.86,56.21,52.18,61.83,58.94,49.52,49.04,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,
