"DUNS (MANDERSTON)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5093,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,3.04,5.45,2.66,2.06,2.11,1.21,2.96,2.17,3.90,1.91,1.95,
February,2.16,0.35,3.04,3.85,1.36,5.29,3.90,0.82,1.49,1.68,1.69,
March,3.38,1.99,1.69,1.28,0.77,3.03,1.01,2.62,3.43,0.17,2.28,
April,2.82,0.65,2.29,2.03,1.17,2.79,2.71,1.60,1.71,1.39,1.92,
May,3.01,2.28,0.49,2.18,4.94,3.78,1.75,2.43,1.02,1.18,0.91,
June,0.64,0.63,1.68,1.41,1.73,0.30,3.16,3.70,4.91,2.13,1.60,
July,3.58,2.54,6.11,1.81,5.35,2.49,3.23,3.49,1.73,3.71,4.00,
August,3.56,4.23,1.95,4.03,2.51,2.88,2.31,6.40,4.40,4.32,4.63,
September,1.78,1.64,2.62,1.55,3.43,3.91,3.97,6.48,2.14,0.27,4.37,
October,2.58,3.00,3.02,2.62,3.19,1.89,4.05,2.31,2.56,2.94,3.02,
November,1.50,2.07,1.15,4.02,1.44,1.97,3.50,3.14,4.26,4.06,4.13,
December,4.05,1.81,2.62,3.40,2.33,3.38,0.53,2.64,2.02,3.03,2.74,
Total,32.10,26.64,29.32,30.24,30.33,32.92,33.08,37.80,33.57,26.79,33.24,
Calc annual,32.10,26.64,29.32,30.24,30.33,32.92,33.08,37.80,33.57,26.79,33.24,
Difference,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,
