"KIRKNEWTON SOUTHERNKNOWE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,2.13,1.47,,,,,,,
February,,,,8.03,1.54,,,,,,,
March,,,,2.05,0.62,,,,,,,
April,,,,3.78,,,,,,,,
May,,,,3.98,,,,,,,,
June,,,1.78,1.14,,,,,,,,
July,,,7.50,1.71,,,,,,,,
August,,,2.86,6.47,,,,,,,,
September,,,3.79,1.91,,,,,,,,
October,,,3.51,3.02,,,,,,,,
November,,,1.86,4.64,,,,,,,,
December,,,4.56,3.42,,,,,,,,
Total,,,,42.28,,,,,,,,
Calc annual,0.00,0.00,25.86,42.28,3.63,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,NaN,NaN,NaN,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
