"LISMORE CASTLE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1509701,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,6.59,4.28,,,,,,,,,,
February,2.33,1.85,,,,,,,,,,
March,4.51,4.33,,,,,,,,,,
April,5.36,0.68,,,,,,,,,,
May,3.90,2.15,,,,,,,,,,
June,1.31,0.26,,,,,,,,,,
July,5.36,3.70,,,,,,,,,,
August,3.44,3.50,,,,,,,,,,
September,1.37,1.14,,,,,,,,,,
October,5.49,0.87,,,,,,,,,,
November,4.01,2.79,,,,,,,,,,
December,4.84,1.76,,,,,,,,,,
Total,48.51,27.31,,,,,,,,,,
Calc annual,48.51,27.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,0.00,-0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
