"NEWTOWNBUTLER, CROM CASTLE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,6184,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,,,4.95,6.74,1.95,4.60,
February,,,,,,,,1.18,3.65,3.81,0.41,
March,,,,,,,,3.61,3.45,0.41,3.19,
April,,,,,,,,1.44,2.21,0.64,2.25,
May,,,,,,,,1.68,1.39,2.60,1.45,
June,,,,,,,,2.96,7.73,2.29,2.59,
July,,,,,,,,2.71,2.16,3.52,4.63,
August,,,,,,,,4.86,5.48,6.38,5.90,
September,,,,,,,,4.42,2.58,1.54,2.56,
October,,,,,,,,2.72,5.09,5.89,6.00,
November,,,,,,,,2.77,5.40,4.78,3.91,
December,,,,,,,,2.14,3.15,6.87,3.79,
Total,40.33,30.96,34.64,,44.17,,,35.44,49.03,40.68,41.28,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.44,49.03,40.68,41.28,
Difference,40.33,30.96,34.64,NaN,44.17,NaN,NaN,-0.00,0.00,0.00,0.00,
