"BELFAST, OLDPARK",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,6217,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,12.39,13.10,36.54,38.60,,,,,,2.31,4.77,
February,12.83,13.50,24.18,25.50,,,,,,3.83,0.95,
March,9.70,10.30,15.54,16.40,,,,,,0.63,2.04,
April,8.85,9.40,20.52,21.70,,,,,,1.48,2.23,
May,14.71,15.50,23.10,24.40,,,,,,2.85,2.13,
June,7.80,8.20,16.45,17.50,,,,,,3.26,2.33,
July,8.38,8.90,25.76,27.30,,,,,,3.68,3.78,
August,13.99,14.70,30.56,32.20,,,,,,5.83,6.86,
September,11.96,12.60,28.93,30.50,,,,,,1.09,4.67,
October,22.11,23.30,32.38,34.20,,,,,,4.93,6.29,
November,16.84,17.70,28.87,30.40,,,,,,5.58,5.32,
December,17.82,18.80,31.51,33.30,,,,,,8.29,3.98,
Total,157.38,166.00,314.34,332.00,,,,,,43.76,45.35,
Calc annual,157.38,166.00,314.34,332.00,0.00,0.00,0.00,0.00,0.00,43.76,45.35,
Difference,0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,0.00,0.00,
