"ASHTON-UNDER-LYME HENRIETTA ST. YD",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2935,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,5.02,6.17,3.16,3.23,3.37,2.93,3.86,4.80,9.95,2.13,4.69,
February,4.13,0.39,4.60,4.48,1.31,6.26,3.51,1.54,5.41,0.93,0.40,
March,3.49,3.22,2.26,1.75,1.46,1.88,1.71,4.43,1.75,1.28,2.63,
April,4.49,1.45,2.48,3.50,1.67,2.23,2.13,3.45,1.12,1.52,2.29,
May,5.38,2.52,1.66,3.45,6.37,3.73,4.10,1.32,1.03,2.84,2.44,
June,3.06,0.49,2.95,0.95,3.34,0.06,3.46,4.82,6.98,1.38,4.99,
July,8.08,1.44,4.97,5.45,4.30,2.18,2.15,3.33,2.00,3.91,6.37,
August,2.76,5.17,4.28,4.45,6.12,3.92,4.44,4.94,5.96,4.46,5.74,
September,2.73,0.97,3.70,3.64,3.46,4.28,3.62,5.81,0.92,1.88,3.06,
October,1.29,2.25,0.70,4.33,5.01,5.19,3.42,2.93,3.97,5.13,5.29,
November,1.53,2.23,2.64,5.26,1.84,2.90,4.51,3.83,6.33,7.79,4.73,
December,2.97,5.27,3.93,3.88,4.52,3.17,2.11,0.85,2.52,6.83,2.74,
Total,44.93,31.57,37.33,44.37,42.77,38.73,39.02,42.05,47.94,40.08,45.37,
Calc annual,44.93,31.57,37.33,44.37,42.77,38.73,39.02,42.05,47.94,40.08,45.37,
Difference,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,-0.00,0.00,-0.00,
