"DONNYBROOK ANGLESEA ROAD",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,6114,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,3.51,2.11,2.38,1.29,4.00,2.93,5.18,1.85,2.37,1.50,-999.00,
February,1.67,0.61,1.00,5.68,0.92,4.27,1.74,2.70,2.94,2.49,-999.00,
March,1.95,1.98,0.98,1.07,0.60,0.72,0.81,3.29,4.90,0.30,-999.00,
April,2.72,0.89,2.13,3.01,2.17,2.79,1.59,1.29,1.54,1.85,-999.00,
May,2.02,1.33,0.52,1.46,2.53,5.68,2.42,0.82,1.12,1.40,-999.00,
June,1.67,0.17,0.69,0.85,3.31,0.32,2.52,2.49,5.56,1.72,-999.00,
July,5.03,3.90,1.86,2.78,3.85,3.11,2.47,2.62,1.45,3.11,-999.00,
August,1.39,2.20,3.98,4.27,3.47,1.46,1.99,6.04,2.94,4.45,-999.00,
September,1.04,1.34,2.33,1.85,5.03,2.40,1.33,2.91,0.88,0.39,-999.00,
October,5.68,1.46,0.73,2.10,1.65,2.25,2.76,3.80,2.04,2.84,-999.00,
November,2.29,2.11,0.21,2.57,2.48,3.58,3.48,3.10,3.62,5.30,-999.00,
December,1.81,2.27,1.71,1.74,4.74,2.12,0.85,3.01,3.56,6.33,-999.00,
Total,30.78,20.37,18.52,28.67,34.75,31.63,27.14,33.92,32.92,31.68,-999.00,
Calc annual,30.78,20.37,18.52,28.67,34.75,31.63,27.14,33.92,32.92,31.68,0.00,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-999.00,
