"BLACKWOOD",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,4005,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,6.19,,,6.97,7.09,8.27,5.69,9.58,2.12,10.32,
February,,0.15,,,0.54,9.25,3.88,4.40,5.00,1.88,0.63,
March,,5.79,,,2.63,0.53,0.88,3.42,5.50,0.73,3.32,
April,,0.96,,,3.28,3.42,2.79,1.54,1.48,0.66,3.85,
May,,2.28,,,5.21,5.97,3.19,1.32,0.63,3.90,2.19,
June,,0.48,,,3.48,0.00,2.16,4.44,3.29,3.09,1.26,
July,,1.90,,,6.56,3.25,4.02,6.18,2.47,3.29,4.82,
August,,3.98,,,5.78,6.28,4.29,6.42,4.20,2.58,6.33,
September,,3.02,,,9.28,4.94,1.08,6.98,0.97,0.87,4.74,
October,,2.58,,,5.86,6.63,4.59,5.61,10.42,8.02,7.26,
November,,4.54,,,4.84,3.02,12.17,4.93,8.52,14.87,5.10,
December,,4.50,,,11.23,5.12,0.49,4.33,5.11,13.69,5.56,
Total,,36.37,,,65.66,55.50,47.81,55.24,57.17,55.70,55.38,
Calc annual,0.00,36.37,0.00,0.00,65.66,55.50,47.81,55.26,57.17,55.70,55.38,
Difference,NaN,0.00,NaN,NaN,0.00,0.00,-0.00,-0.02,0.00,0.00,-0.00,
