"W. GUILDFORD, COMPTON, SANDY KNOWE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,193,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,2.49,3.75,1.51,2.62,2.41,4.44,2.43,3.06,1.35,3.17,
February,,0.28,2.26,4.89,0.46,4.40,2.26,4.69,1.53,0.50,0.91,
March,,1.12,2.24,2.85,1.02,0.67,0.35,3.32,1.91,0.00,1.07,
April,,1.14,3.04,2.50,3.44,2.38,3.47,2.28,1.96,0.80,2.02,
May,,1.40,0.81,2.75,3.09,2.53,0.87,1.24,2.02,2.25,2.36,
June,,0.11,1.35,0.30,3.27,0.00,2.03,3.79,2.21,1.50,0.72,
July,,0.41,4.82,1.32,4.20,3.83,1.41,1.58,2.24,1.30,2.24,
August,,1.33,2.73,2.34,2.00,3.94,1.24,3.52,1.38,1.60,3.48,
September,,0.86,1.57,1.59,4.22,2.95,1.13,5.00,1.39,0.16,3.32,
October,,1.69,1.19,6.60,3.42,3.37,2.35,1.52,5.25,3.06,1.38,
November,,1.12,1.64,1.75,2.25,2.29,6.10,3.68,2.22,6.10,4.38,
December,,1.63,4.42,1.54,4.16,2.69,0.27,3.28,2.68,6.63,2.30,
Total,32.92,13.58,29.82,29.94,34.15,31.46,25.92,36.33,27.85,25.25,27.35,
Calc annual,0.00,13.58,29.82,29.94,34.15,31.46,25.92,36.33,27.85,25.25,27.35,
Difference,32.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
