"DENSHAW C.E. SCHOOL",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,3103,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,,,,,,6.88,
February,,,,,,,,,,,0.94,
March,,,,,,,,,,,4.06,
April,,,,,,,,,,,4.28,
May,,,,,,,,,,,2.42,
June,,,,,,,,,,,2.56,
July,,,,,,,,,,,8.63,
August,,,,,,,,,,,8.01,
September,,,,,,,,,,,4.89,
October,,,,,,,,,,,7.12,
November,,,,,,,,,,,6.43,
December,,,,,,,,,,,3.78,
Total,,,,,,,,,,,60.00,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,
