"LAUNCESTON (HEXWORTHY)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1947,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,8.38,4.21,5.51,3.03,5.99,5.12,7.52,7.65,7.41,2.35,7.77,
February,0.89,0.38,4.93,11.93,2.10,7.79,3.23,4.26,3.96,1.60,2.06,
March,4.21,3.66,4.45,1.91,2.52,1.14,0.77,5.03,5.56,0.48,2.86,
April,4.88,0.85,5.28,3.20,4.27,3.19,2.12,2.25,2.38,0.79,2.74,
May,2.23,2.27,1.29,2.82,3.84,4.82,1.20,0.66,1.42,3.75,1.56,
June,2.26,0.06,1.12,0.60,2.25,0.02,2.95,2.85,1.87,2.75,0.95,
July,4.87,1.38,4.14,1.15,4.50,4.06,2.22,5.47,2.01,1.92,2.76,
August,2.33,2.70,3.18,3.35,3.91,4.14,1.83,3.74,2.30,3.24,4.82,
September,2.52,1.41,3.01,4.19,4.43,4.76,0.85,6.97,1.73,0.53,4.78,
October,6.50,1.50,1.72,7.56,6.62,5.53,3.16,3.09,7.47,8.74,6.61,
November,3.27,4.76,2.73,4.72,4.53,5.04,10.27,4.16,5.67,14.02,6.41,
December,4.70,2.55,7.03,5.57,7.57,5.65,1.39,5.52,5.36,12.88,4.90,
Total,47.04,25.73,44.39,50.03,52.53,51.26,37.51,51.65,47.14,53.05,48.22,
Calc annual,47.04,25.73,44.39,50.03,52.53,51.26,37.51,51.65,47.14,53.05,48.22,
Difference,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,
