"MORETONHAMPSTEAD RECTORY",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,8.48,4.12,5.83,2.49,5.85,8.36,7.39,,,,,
February,0.94,0.38,4.44,10.73,2.89,6.27,3.39,,,,,
March,4.67,2.77,4.52,1.82,2.23,0.65,0.90,,,,,
April,5.24,0.76,4.50,4.51,4.37,3.60,2.11,,,,,
May,2.01,2.02,0.57,2.42,4.77,5.00,1.27,,,,,
June,2.34,0.12,0.59,0.36,2.26,0.00,3.74,,,,,
July,4.47,1.03,3.37,3.39,3.22,4.07,1.18,,,,,
August,0.98,1.47,3.58,2.60,2.79,1.18,1.60,,,,,
September,1.89,0.57,3.74,3.35,5.05,3.29,1.25,,,,,
October,4.95,1.68,1.50,6.55,6.37,4.20,3.63,,,,,
November,2.65,4.59,2.61,3.66,5.90,4.48,11.52,,,,,
December,5.33,2.61,7.44,3.63,6.35,6.86,0.80,,,,,
Total,43.95,22.12,42.69,45.51,52.05,47.96,38.78,,,,,
Calc annual,43.95,22.12,42.69,45.51,52.05,47.96,38.78,0.00,0.00,0.00,0.00,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,NaN,NaN,NaN,NaN,
