"CHEDINGTON COURT",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1542,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,6.07,3.73,6.67,2.02,4.28,4.34,5.54,3.51,6.65,1.94,7.89,
February,0.90,0.22,3.40,9.72,0.80,4.70,2.16,4.56,2.49,1.70,0.97,
March,3.31,2.65,3.65,1.95,1.90,0.45,0.42,4.78,3.09,0.43,1.99,
April,4.75,0.97,3.50,2.94,3.74,2.51,2.91,1.66,1.44,0.85,3.46,
May,1.99,2.79,0.68,1.09,6.47,4.32,1.74,0.98,1.65,3.04,1.35,
June,2.02,0.42,0.85,0.38,2.42,0.00,2.93,2.75,2.46,1.79,0.44,
July,5.87,0.66,5.28,0.94,5.11,2.60,3.76,3.65,2.07,1.49,3.05,
August,2.33,1.71,5.16,2.78,3.27,2.54,1.88,3.63,1.89,1.85,4.11,
September,1.84,0.78,2.67,3.46,6.47,4.30,0.46,6.02,2.11,0.58,4.90,
October,3.29,1.16,1.65,5.78,6.45,5.16,3.46,3.44,8.78,5.48,2.89,
November,2.40,3.14,2.72,2.30,4.31,4.27,11.53,3.59,4.17,12.51,6.72,
December,4.60,1.74,5.02,4.93,6.65,4.89,0.48,5.21,3.03,9.07,5.06,
Total,39.37,19.97,41.25,38.29,51.87,40.08,37.27,43.78,39.83,40.73,42.83,
Calc annual,39.37,19.97,41.25,38.29,51.87,40.08,37.27,43.78,39.83,40.73,42.83,
Difference,-0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,-0.00,0.00,0.00,
