"GLEN SHIEL, SHIEL HOUSE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,none,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,10.35,10.14,5.62,11.40,8.92,5.50,,,,,,
February,16.40,5.64,9.65,5.92,3.60,5.50,,,,,,
March,9.83,10.15,1.55,3.23,0.47,6.42,,,,,,
April,4.98,3.32,3.38,3.89,5.18,8.15,,,,,,
May,7.20,6.40,12.38,6.32,3.80,7.25,,,,,,
June,2.54,2.04,3.88,5.57,8.57,1.82,,,,,,
July,6.80,4.24,6.45,6.28,7.20,3.70,,,,,,
August,4.44,5.57,3.54,11.40,5.86,3.90,,,,,,
September,5.12,6.65,4.53,11.23,9.72,5.58,,,,,,
October,2.85,12.86,2.40,9.68,6.32,5.40,,,,,,
November,8.64,1.47,7.20,6.56,6.10,1.96,,,,,,
December,7.86,15.35,9.15,8.39,9.75,7.45,,,,,,
Total,87.01,83.83,69.73,89.87,75.49,62.63,,,,,,
Calc annual,87.01,83.83,69.73,89.87,75.49,62.63,0.00,0.00,0.00,0.00,0.00,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,
