"CHRISTCHURCH, SOPLEY PARK",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,4.99,,,,,,
February,,,,,,4.27,,,,,,
March,,,,,,0.74,,,,,,
April,,,,,,1.67,,,,,,
May,,,,,,4.41,,,,,,
June,,,,,,0.43,,,,,,
July,,,,,,2.75,,,,,,
August,,,,,,2.80,,,,,,
September,,,,,,3.42,,,,,,
October,,,,,,3.54,,,,,,
November,,,,,,3.04,,,,,,
December,,,,,,3.64,,,,,,
Total,,,,,,35.70,,,,,,
Calc annual,0.00,0.00,0.00,0.00,0.00,35.70,0.00,0.00,0.00,0.00,0.00,
Difference,NaN,NaN,NaN,NaN,NaN,0.00,NaN,NaN,NaN,NaN,NaN,
