"MARTON-IN-CLEVELAND SOUTHCROFT",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,3485,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,2.94,3.09,1.22,1.13,1.34,0.82,1.68,1.06,2.81,2.10,3.07,
February,0.73,0.23,1.43,2.10,1.57,2.83,1.20,0.53,1.08,0.42,1.43,
March,2.00,0.95,1.49,1.06,1.00,1.55,0.84,1.86,1.51,0.21,3.18,
April,2.29,1.10,1.30,1.14,1.62,2.38,0.90,1.50,0.98,1.16,2.61,
May,1.91,1.50,0.76,2.86,3.22,2.39,1.49,1.57,1.33,1.24,1.50,
June,0.25,0.77,1.79,0.84,3.11,0.17,2.40,2.33,6.63,1.60,1.76,
July,6.01,1.53,4.16,2.11,3.04,1.92,3.37,4.05,1.22,2.01,5.84,
August,1.40,4.67,2.67,2.27,3.50,2.74,1.60,5.49,3.72,2.41,4.08,
September,1.37,0.70,2.48,1.63,1.46,2.06,1.57,4.45,0.49,1.17,2.24,
October,1.70,1.19,2.20,1.80,3.04,2.29,2.68,2.06,2.18,2.59,2.04,
November,0.41,2.18,0.71,3.57,0.68,2.81,3.39,3.60,2.12,2.36,3.33,
December,2.64,1.83,3.11,1.94,2.55,2.52,1.10,1.95,1.21,2.93,1.74,
Total,23.65,19.74,23.32,22.45,26.13,24.48,22.22,30.45,25.28,20.20,32.82,
Calc annual,23.65,19.74,23.32,22.45,26.13,24.48,22.22,30.45,25.28,20.20,32.82,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,
