"NUNEATON ASTLEY VICARAGE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2469,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,2.50,2.20,3.02,1.28,1.87,1.70,2.10,2.03,4.28,1.20,2.78,
February,1.11,0.16,2.25,3.90,0.76,1.90,2.16,1.83,2.21,0.37,0.72,
March,2.78,1.20,1.71,1.40,0.71,0.82,0.55,1.98,1.91,0.12,2.66,
April,4.42,1.79,2.43,1.74,3.10,2.18,1.71,1.23,1.39,1.14,2.38,
May,2.75,1.63,1.33,1.37,3.93,3.04,3.66,1.50,0.85,2.19,2.69,
June,2.87,0.66,0.70,0.48,1.83,0.06,1.72,4.10,3.27,0.72,1.26,
July,3.78,0.29,5.70,3.93,2.52,2.79,2.41,2.39,1.31,1.57,5.43,
August,,4.37,4.85,2.40,2.68,1.45,2.20,3.58,2.62,1.54,2.75,
September,,1.09,2.43,2.96,0.84,1.05,1.02,4.54,0.66,0.38,3.71,
October,2.14,1.80,0.34,3.10,4.10,3.05,2.02,1.78,4.37,5.00,2.54,
November,0.84,1.54,0.98,1.51,2.12,1.44,3.84,3.37,3.38,3.23,3.14,
December,2.19,1.73,2.85,3.13,2.56,2.18,0.40,2.62,1.84,4.08,2.76,
Total,28.90,18.46,28.59,27.20,27.02,21.66,23.79,30.95,28.09,21.54,32.82,
Calc annual,25.38,18.46,28.59,27.20,27.02,21.66,23.79,30.95,28.09,21.54,32.82,
Difference,3.52,0.00,-0.00,-0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,
