"ST PANCRAS KENTISH TOWN C.E. SCHOOL",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,48,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,,,,,1.10,2.47,
February,,,,,,,,,,0.68,1.06,
March,,,,,,,,,,0.01,1.74,
April,,,,,,,,,,1.20,2.01,
May,,,,,,,,,,1.48,2.78,
June,,,,,,,,,,1.37,2.67,
July,,,,,,,,,1.55,2.18,1.80,
August,,,,,,,,,2.29,2.01,3.48,
September,,,,,,,,,0.65,0.35,3.75,
October,,,,,,,,,3.73,2.63,1.36,
November,,,,,,,,,2.39,5.20,4.43,
December,,,,,,,,,2.43,4.45,1.98,
Total,,,,,,,,,,22.66,29.53,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.04,22.66,29.53,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,
