"SALCOMBE, MALBOROUGH VICARAGE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,,,3.73,6.06,3.75,,
February,,,,,,,,2.64,3.00,5.43,,
March,,,,,,,,3.28,3.83,0.47,,
April,,,,,,,,2.16,2.83,0.80,,
May,,,,,,,,0.31,1.41,2.88,,
June,,,,,,,,2.62,1.56,2.64,,
July,,,,,,,,3.16,2.02,1.75,,
August,,,,,,,,3.20,2.19,2.44,,
September,,,,,,,,4.94,2.15,0.33,,
October,,,,,,,,2.50,5.10,5.68,,
November,,,,,,,,4.90,3.22,9.46,,
December,,,,,,,,5.46,4.15,7.53,,
Total,,,,,,,,38.90,37.52,43.16,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38.90,37.52,43.16,0.00,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.00,0.00,-0.00,NaN,
