"STANDON",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,965,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,2.64,1.97,2.82,1.07,2.49,1.31,2.45,1.45,2.75,1.41,1.78,
February,0.43,0.11,1.78,2.72,0.60,2.97,2.68,3.62,1.39,0.53,0.57,
March,1.55,0.88,1.77,1.68,0.87,0.74,0.14,1.68,1.69,0.03,1.81,
April,3.80,1.37,2.69,1.35,2.61,1.24,2.53,1.84,0.76,1.26,2.34,
May,1.01,2.09,1.27,1.52,4.77,1.94,1.38,0.86,1.42,1.51,2.34,
June,1.55,0.51,1.25,0.79,2.55,0.36,2.84,3.05,1.97,0.43,1.03,
July,4.16,0.41,3.53,1.92,3.43,3.30,2.53,2.41,2.15,2.28,2.14,
August,1.62,0.80,2.22,1.90,1.96,2.15,1.19,4.03,1.93,0.83,2.26,
September,1.70,1.47,2.93,1.61,2.59,3.29,2.72,4.34,0.82,0.25,3.44,
October,1.24,1.06,0.64,4.28,3.88,2.90,2.17,1.90,3.13,3.34,1.04,
November,0.93,1.96,1.00,1.46,2.98,1.59,3.96,2.35,1.89,4.20,2.88,
December,1.90,1.39,1.88,1.75,2.49,1.71,0.26,2.87,2.16,3.82,2.20,
Total,22.53,14.02,23.78,22.05,31.22,23.50,-999.00,30.40,22.06,19.89,23.83,
Calc annual,22.53,14.02,23.78,22.05,31.22,23.50,24.85,30.40,22.06,19.89,23.83,
Difference,0.00,-0.00,0.00,0.00,0.00,0.00,-1023.85,-0.00,-0.00,0.00,0.00,
