"RIVINGTON, GAMEKEEPER'S",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,3005,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,4.88,7.70,3.72,5.21,-999.00,3.28,5.62,5.08,11.40,2.08,6.44,
February,3.66,0.36,-999.00,7.26,1.20,7.54,4.85,2.04,4.95,1.22,0.40,
March,4.45,3.79,2.74,2.03,1.85,2.13,1.98,5.27,3.43,1.62,2.97,
April,5.90,2.60,2.80,4.25,2.05,2.97,1.84,3.34,1.48,1.22,2.44,
May,8.05,2.96,2.27,4.39,6.17,5.19,3.56,1.74,1.42,3.40,2.08,
June,3.13,1.02,3.96,1.63,3.89,0.39,2.95,5.05,6.83,2.02,3.70,
July,6.60,2.64,5.84,5.67,5.84,3.32,4.18,4.52,3.27,4.52,6.60,
August,2.77,7.62,5.44,6.67,8.38,4.09,3.92,6.96,7.75,6.44,8.71,
September,3.92,2.37,5.54,5.22,5.08,5.10,5.41,6.96,1.55,2.44,3.47,
October,1.53,3.56,0.69,7.29,5.04,5.69,3.86,4.52,5.82,7.89,6.90,
November,2.37,3.20,4.08,6.37,2.87,4.24,7.75,5.64,6.99,8.12,7.19,
December,2.70,6.83,5.38,5.44,6.13,2.89,1.94,1.45,3.33,8.85,4.98,
Total,49.96,44.65,47.93,61.43,52.26,46.83,47.86,52.57,58.22,49.82,55.88,
Calc annual,49.96,44.65,42.46,61.43,48.50,46.83,47.86,52.57,58.22,49.82,55.88,
Difference,-0.00,-0.00,5.47,0.00,3.76,0.00,0.00,-0.00,0.00,0.00,0.00,
