"WHITBY MULGRAVE CASTLE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,3477,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,3.14,3.67,3.05,2.35,1.83,1.37,2.22,1.57,4.04,2.14,3.90,
February,0.94,0.35,1.99,3.61,1.19,3.66,2.91,1.61,1.28,0.97,1.06,
March,2.87,0.87,2.64,1.07,0.91,2.53,0.56,1.92,2.48,0.21,2.88,
April,3.35,1.22,1.50,1.43,1.69,2.27,1.25,1.69,1.46,1.04,2.90,
May,1.15,1.15,1.04,3.67,4.65,1.86,1.54,0.99,1.36,1.28,1.89,
June,0.77,0.19,2.38,1.07,1.77,0.63,3.52,3.01,4.64,1.91,1.42,
July,6.90,1.66,4.25,3.00,4.64,2.71,3.32,2.80,0.83,2.80,8.53,
August,2.01,4.90,4.25,3.69,2.01,3.95,4.06,4.95,4.14,3.39,3.23,
September,1.48,0.82,3.54,1.94,2.76,2.67,1.88,4.72,0.74,0.47,4.90,
October,2.20,2.05,1.81,2.02,4.50,2.38,4.58,2.10,3.69,2.55,2.08,
November,0.68,2.88,0.90,4.47,1.50,4.41,5.01,5.15,2.30,2.99,3.54,
December,2.77,1.09,3.75,3.41,2.75,5.48,1.09,2.24,1.05,6.14,2.61,
Total,28.26,20.85,31.10,31.73,30.20,33.92,31.94,32.75,28.01,25.89,38.94,
Calc annual,28.26,20.85,31.10,31.73,30.20,33.92,31.94,32.75,28.01,25.89,38.94,
Difference,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
