"STRATHAVEN (KYPE RESERVOIR)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5194,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,7.30,7.60,4.20,6.30,4.30,3.60,3.10,5.90,7.60,1.20,5.90,
February,7.40,1.50,4.00,4.50,0.90,5.10,4.10,2.10,4.70,2.10,0.50,
March,4.90,5.80,2.70,1.00,1.30,1.20,5.10,2.80,2.90,1.30,2.40,
April,4.60,2.10,1.50,2.90,2.50,5.30,1.80,3.90,1.30,3.80,1.50,
May,5.80,4.10,5.40,4.20,,5.90,2.80,2.10,1.80,3.50,1.80,
June,2.80,0.70,2.60,1.10,1.40,0.20,1.60,4.80,6.50,2.36,3.10,
July,3.60,3.90,4.20,4.30,2.90,3.30,3.15,4.60,3.20,4.75,2.60,
August,5.80,6.80,3.40,5.40,,3.10,2.80,5.90,4.00,7.10,5.20,
September,3.10,3.30,2.40,7.25,4.80,3.70,2.70,7.30,2.90,2.40,4.40,
October,1.30,3.70,1.90,9.60,,2.80,3.80,4.90,5.80,6.60,7.10,
November,2.90,2.10,2.90,7.50,3.10,0.80,4.80,4.80,5.70,8.46,6.20,
December,3.20,9.80,3.20,3.40,5.70,3.90,4.90,0.40,2.90,11.84,3.30,
Total,52.70,51.40,38.40,57.45,,38.90,40.65,49.50,49.30,55.41,44.00,
Calc annual,52.70,51.40,38.40,57.45,26.90,38.90,40.65,49.50,49.30,55.41,44.00,
Difference,0.00,-0.00,0.00,0.00,NaN,0.00,0.00,0.00,0.00,0.00,0.00,
