"THAMES DITTON VICARAGE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,2.17,2.12,,1.11,,,,,,,,
February,0.52,0.38,,3.09,,,,,,,,
March,1.17,1.29,,2.49,,,,,,,,
April,2.80,0.74,,1.14,,,,,,,,
May,0.74,1.64,,3.05,,,,,,,,
June,1.87,0.25,,0.34,,,,,,,,
July,4.05,,,3.23,,,,,,,,
August,1.63,0.90,,1.87,,,,,,,,
September,2.84,1.50,,1.49,,,,,,,,
October,1.87,0.94,,5.55,,,,,,,,
November,1.29,2.05,,1.39,,,,,,,,
December,1.75,1.07,,2.23,,,,,,,,
Total,22.70,12.88,,26.98,,,,,,,,
Calc annual,22.70,12.88,0.00,26.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,0.00,0.00,NaN,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
