"BROMSGROVE, LOWER BITTALL RESERVOIR",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2437/1,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,,,,,1.55,4.74,
February,,,,,,,,,,0.84,0.67,
March,,,,,,,,,,0.16,2.72,
April,,,,,,,,,,0.91,3.34,
May,,,,,,,,,,1.83,2.13,
June,,,,,,,,,,1.86,1.30,
July,,,,,,,,,,1.72,4.46,
August,,,,,,,,,,2.38,3.66,
September,,,,,,,,,,1.01,4.53,
October,,,,,,,,,,4.28,3.21,
November,,,,,,,,,,8.02,3.59,
December,,,,,,,,,,4.96,3.32,
Total,,,,,,,,,,29.52,37.67,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.52,37.67,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,-0.00,
