"PENSFORD (HANSTRETE HOUSE)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1977,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,4.91,3.73,3.80,1.98,4.15,3.76,4.76,2.81,5.58,1.31,5.26,
February,1.68,0.30,4.74,7.43,0.37,4.75,2.24,3.45,3.03,0.82,0.64,
March,2.84,2.31,3.04,1.31,1.64,0.45,1.14,3.27,3.02,0.23,1.99,
April,5.10,1.04,2.86,2.45,3.49,2.33,3.50,1.82,1.18,0.71,2.20,
May,1.96,2.22,0.80,1.84,4.89,5.35,2.85,0.98,0.88,2.36,2.34,
June,3.91,0.25,1.51,0.67,2.99,0.04,2.66,3.23,2.33,1.78,0.50,
July,5.86,0.66,4.59,1.58,3.77,4.07,4.46,5.58,3.83,1.54,2.79,
August,1.37,2.16,3.33,3.62,3.70,3.52,2.53,6.16,3.48,3.32,4.31,
September,1.13,2.54,2.80,3.40,3.31,3.52,1.24,6.32,1.43,0.63,4.53,
October,3.30,1.28,1.70,5.61,5.80,3.88,4.69,2.60,6.00,5.55,3.30,
November,2.09,2.15,1.94,3.47,2.96,2.79,7.73,3.07,3.98,8.56,4.56,
December,3.19,2.31,4.52,3.33,5.33,3.92,0.61,2.74,3.66,7.33,3.51,
Total,37.34,20.95,35.63,36.69,42.40,38.38,38.41,42.03,38.40,34.14,35.93,
Calc annual,37.34,20.95,35.63,36.69,42.40,38.38,38.41,42.03,38.40,34.14,35.93,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,
