"GLASGOW (ALEXANDRA PARK)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5174,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,4.66,6.70,3.71,3.65,3.86,4.54,4.58,4.85,8.04,1.13,5.03,
February,4.69,0.88,3.29,3.77,0.87,3.06,4.20,2.20,3.94,1.64,0.14,
March,4.39,5.34,1.57,1.39,0.83,2.59,2.73,2.68,3.12,0.81,2.38,
April,2.01,0.85,1.99,3.34,2.10,4.25,2.51,2.95,1.00,1.35,1.34,
May,5.03,2.14,3.30,2.51,4.31,6.43,3.25,2.52,2.20,2.50,1.52,
June,1.75,0.51,2.31,1.02,2.44,0.48,2.32,5.12,5.18,3.04,2.58,
July,3.41,3.48,2.68,4.27,3.32,2.25,3.32,4.46,1.92,3.04,2.75,
August,4.82,5.86,2.69,5.41,4.00,3.68,3.58,5.95,3.35,5.69,5.86,
September,2.66,1.96,2.80,5.41,3.87,3.21,3.35,5.82,2.73,1.27,4.53,
October,1.50,4.68,2.05,3.98,3.08,2.79,5.10,4.66,5.45,4.81,5.69,
November,3.46,2.95,2.10,3.67,2.53,0.85,5.96,3.34,3.83,6.31,4.68,
December,3.46,5.31,2.98,3.29,5.24,3.09,1.67,1.03,3.94,8.46,3.60,
Total,41.84,40.66,31.47,41.71,36.45,37.22,42.57,45.58,44.70,40.05,40.10,
Calc annual,41.84,40.66,31.47,41.71,36.45,37.22,42.57,45.58,44.70,40.05,40.10,
Difference,0.00,-0.00,-0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,
