"BERE REGIS (MANOR HOUSE)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,3.99,3.58,4.75,,,,,,,,,
February,0.29,0.33,2.79,,,,,,,,,
March,2.78,1.31,2.61,,,,,,,,,
April,3.16,0.86,3.42,,,,,,,,,
May,1.49,2.07,0.61,,,,,,,,,
June,2.37,0.85,0.86,,,,,,,,,
July,4.45,0.54,5.11,,,,,,,,,
August,1.54,3.25,2.80,,,,,,,,,
September,1.45,0.90,1.72,,,,,,,,,
October,2.93,1.43,1.64,,,,,,,,,
November,1.61,3.22,2.37,,,,,,,,,
December,3.58,1.51,4.68,,,,,,,,,
Total,29.64,19.85,33.36,,,,,,,,,
Calc annual,29.64,19.85,33.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
