"BIRMINGHAM (ROTTON PARK)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2481,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,,2.72,2.00,3.83,1.35,4.77,
February,,,,,,,1.98,2.20,1.89,0.60,0.89,
March,,,,,,,0.67,2.07,1.69,0.17,3.08,
April,,,,,,,2.35,1.24,1.27,0.78,2.75,
May,,,,,,,3.57,1.55,0.44,1.86,1.98,
June,,,,,,,1.24,3.88,2.78,1.98,1.36,
July,,,,,,,1.77,2.56,1.03,1.62,4.85,
August,,,,,,,2.03,3.28,1.58,1.94,3.16,
September,,,,,,,0.91,3.98,0.68,0.94,3.96,
October,,,,,,,2.25,1.36,4.48,4.04,2.81,
November,,,,,,,4.55,3.14,3.74,6.79,3.18,
December,,,,,,,0.36,2.53,2.08,4.96,2.82,
Total,,,,,,,24.40,29.79,25.49,27.03,35.61,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,24.40,29.79,25.49,27.03,35.61,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,-0.00,-0.00,0.00,0.00,0.00,
