"HARROGATE W.W. (KNABB'S MOOR)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,3356,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,4.00,4.20,3.10,1.90,2.20,2.60,3.25,2.20,5.75,2.25,5.95,
February,2.30,0.22,3.40,5.00,0.98,4.98,3.00,1.56,2.55,0.59,1.23,
March,2.70,1.61,1.95,1.30,1.20,1.15,2.00,2.15,2.53,0.58,2.10,
April,4.60,1.00,3.20,2.70,1.70,3.50,1.10,1.72,0.80,1.27,2.96,
May,3.20,1.70,1.00,3.10,3.95,5.20,2.50,1.30,1.90,1.64,1.55,
June,3.05,0.10,1.30,0.90,2.90,0.06,3.90,3.00,5.50,1.07,1.87,
July,5.80,1.65,4.70,3.70,4.50,1.10,2.44,4.60,0.80,3.09,4.72,
August,1.40,3.70,5.56,3.40,3.45,3.10,3.80,6.45,4.20,2.32,3.74,
September,0.90,1.20,3.50,3.30,3.50,2.30,1.20,3.72,0.97,0.45,3.70,
October,3.05,2.00,1.20,3.60,3.50,3.70,3.50,3.18,5.25,3.09,2.55,
November,1.70,2.60,1.20,3.50,2.60,2.30,6.00,3.00,7.20,3.80,4.81,
December,3.10,4.00,3.40,3.50,3.46,4.20,1.30,4.00,1.70,6.10,2.90,
Total,35.80,23.98,33.51,35.90,33.94,34.19,33.99,36.88,39.15,26.25,38.08,
Calc annual,35.80,23.98,33.51,35.90,33.94,34.19,33.99,36.88,39.15,26.25,38.08,
Difference,-0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,
