"SHEEPSTOR (RED STONE)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1643,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,12.57,8.24,7.94,4.68,8.66,7.78,9.80,8.45,11.71,3.62,12.20,
February,1.77,0.37,6.68,13.82,3.05,7.84,5.56,5.42,5.20,2.87,2.91,
March,6.13,4.66,5.72,3.66,2.92,1.05,1.33,7.13,8.20,0.97,4.19,
April,6.58,1.14,5.27,4.95,6.18,4.41,3.26,3.23,2.34,0.99,5.68,
May,3.28,3.54,2.37,4.33,6.72,6.63,2.90,0.94,2.03,5.87,3.85,
June,2.62,0.14,2.01,1.04,3.92,0.03,4.44,4.82,4.43,3.03,2.64,
July,7.77,2.84,7.52,1.89,7.52,5.04,2.52,7.01,2.87,3.29,4.75,
August,2.67,4.57,6.09,5.15,7.82,5.86,3.61,4.93,3.04,6.78,6.61,
September,3.47,1.49,5.44,5.35,7.29,7.49,1.54,9.28,1.71,1.03,8.15,
October,6.18,1.87,2.63,10.46,9.34,8.82,3.80,5.29,10.69,10.45,7.81,
November,4.48,5.44,4.30,5.29,6.95,5.22,13.42,6.85,8.95,20.55,9.74,
December,8.63,4.27,10.09,8.48,9.91,8.72,1.10,6.19,8.22,13.75,6.51,
Total,66.15,38.57,66.06,69.10,80.28,68.89,53.28,69.54,69.39,73.20,75.04,
Calc annual,66.15,38.57,66.06,69.10,80.28,68.89,53.28,69.54,69.39,73.20,75.04,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
