"HUNTLY, UNION BANK",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1373680,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,1.66,2.08,4.75,3.40,1.59,,,,,,,
February,1.45,0.56,2.84,6.35,2.90,,,,,,,
March,2.77,1.78,2.41,0.80,1.50,,,,,,,
April,2.75,1.53,3.88,2.43,1.47,,,,,,,
May,2.59,1.62,1.71,9.16,4.33,,,,,,,
June,0.69,1.86,1.90,1.86,3.26,,,,,,,
July,2.60,2.42,4.41,3.64,4.52,,,,,,,
August,2.96,2.60,2.37,5.51,4.04,,,,,,,
September,3.77,1.44,2.70,3.10,4.70,,,,,,,
October,3.08,1.92,2.14,3.64,3.73,,,,,,,
November,1.57,2.64,2.63,5.55,2.07,,,,,,,
December,2.41,2.18,1.63,3.63,1.59,,,,,,,
Total,28.30,22.63,33.37,49.07,35.70,,,,,,,
Calc annual,28.30,22.63,33.37,49.07,35.70,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,0.00,0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,
