"MOFFAT, ST NINIANS",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,none,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,,5.66,5.13,,,,
February,,,,,,,5.85,2.99,,,,
March,,,,,,,2.96,4.60,,,,
April,,,,,,,2.19,3.34,,,,
May,,,,,,,3.67,3.51,,,,
June,,,,,,,4.66,3.82,,,,
July,,,,,,,3.86,5.60,,,,
August,,,,,,,5.07,4.91,,,,
September,,,,,,,3.73,5.56,,,,
October,,,,,,,5.16,9.77,,,,
November,,,,,,,8.44,4.82,,,,
December,,,,,,,1.02,1.40,,,,
Total,,,,,,,52.27,55.45,,,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,52.27,55.45,0.00,0.00,0.00,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,NaN,NaN,NaN,
