"CORK, CORN MARKET",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,5.65,2.21,5.75,,,,,,5.00,2.55,,
February,1.45,2.43,3.93,,,,,,3.23,7.75,,
March,3.98,2.60,2.04,,,,,,6.98,0.85,,
April,5.46,0.49,2.96,,,,,,5.55,1.46,,
May,4.19,1.50,1.46,,,,,,2.54,3.88,,
June,3.18,0.01,0.59,,,,,,5.01,1.16,,
July,4.24,3.33,2.91,,,,,,1.22,4.17,,
August,2.40,3.31,3.63,,,,,,5.24,2.21,,
September,2.65,1.21,3.14,,,,,,2.78,0.69,,
October,4.02,2.59,1.68,,,,,,6.28,3.04,,
November,4.07,5.08,1.78,,,,,,5.07,6.56,,
December,4.91,1.55,4.05,,,,,,5.29,10.36,,
Total,46.20,26.31,33.92,,,,,,54.19,44.68,,
Calc annual,46.20,26.31,33.92,0.00,0.00,0.00,0.00,0.00,54.19,44.68,0.00,
Difference,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,-0.00,0.00,NaN,
