"WINCHBURGH (HOPETOWN OIL WORKS)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5152,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,3.04,3.28,,1.22,,-999.00,2.89,2.56,4.80,0.75,4.78,
February,2.59,0.28,,2.75,,-999.00,3.48,1.68,2.80,,0.55,
March,2.33,3.05,,0.65,,-999.00,1.42,1.96,1.18,,2.38,
April,1.57,0.82,1.94,2.10,,-999.00,1.45,0.90,0.66,,0.94,
May,2.79,,1.30,0.88,,-999.00,2.03,1.56,1.43,1.24,1.52,
June,1.28,,1.57,0.75,,-999.00,2.60,3.53,4.85,1.64,2.15,
July,3.38,,2.96,2.95,,-999.00,2.76,3.58,1.70,2.04,3.20,
August,5.67,,1.38,4.40,,-999.00,1.78,6.10,4.40,3.51,5.80,
September,1.40,,1.54,2.43,,-999.00,3.08,5.64,2.27,0.43,3.73,
October,0.73,,1.76,2.34,,-999.00,3.90,3.41,3.58,2.51,3.50,
November,2.41,,0.94,2.57,,-999.00,4.05,1.55,3.21,,4.23,
December,2.26,,2.70,2.12,,-999.00,0.48,1.20,2.63,3.60,1.80,
Total,29.45,,,25.16,,-999.00,29.92,33.67,33.51,,34.58,
Calc annual,29.45,7.43,16.09,25.16,0.00,0.00,29.92,33.67,33.51,15.72,34.58,
Difference,0.00,NaN,NaN,-0.00,NaN,-999.00,0.00,0.00,-0.00,NaN,0.00,
