"FAIRFORD (DUNFIELD, KEMPSFORD)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2198,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,2.75,2.45,2.25,1.67,3.93,1.92,4.23,3.14,4.16,0.89,4.04,
February,0.80,0.38,3.32,4.37,0.40,3.13,2.19,3.56,2.31,0.56,0.53,
March,2.06,1.13,2.15,2.52,1.07,0.33,1.00,2.75,2.40,0.17,1.83,
April,4.89,0.86,3.00,2.22,2.52,1.57,2.21,1.74,1.23,1.04,2.14,
May,2.27,2.02,1.20,1.24,4.71,3.61,3.91,1.51,0.68,2.50,1.28,
June,2.55,0.11,1.32,0.36,2.56,0.10,2.05,3.21,2.84,1.10,1.31,
July,4.49,0.24,4.07,1.50,3.52,3.68,2.03,4.08,3.19,1.20,2.53,
August,1.05,1.62,4.44,2.17,2.68,3.22,1.45,3.80,1.89,1.75,2.44,
September,1.56,1.70,1.64,1.92,4.80,3.52,1.29,5.63,1.05,0.40,3.66,
October,2.74,1.33,0.79,4.58,4.25,3.26,2.47,1.64,4.56,4.15,1.82,
November,0.81,2.13,1.81,1.82,2.20,1.64,6.18,2.34,2.94,6.25,3.17,
December,2.31,1.50,2.92,3.34,4.79,3.03,0.41,2.98,2.67,6.07,3.12,
Total,28.28,15.47,28.91,27.71,37.43,29.01,29.42,36.38,29.92,26.08,27.87,
Calc annual,28.28,15.47,28.91,27.71,37.43,29.01,29.42,36.38,29.92,26.08,27.87,
Difference,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,
