"BRIGHTON (GRAMMAR SCHOOL)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,4.09,1.30,,,,,,,,
February,,,2.69,3.62,,,,,,,,
March,,,1.71,2.22,,,,,,,,
April,,,3.21,2.83,,,,,,,,
May,,,0.81,2.86,,,,,,,,
June,,,1.41,0.49,,,,,,,,
July,,,2.83,2.43,,,,,,,,
August,,,2.71,2.05,,,,,,,,
September,,,2.03,2.39,,,,,,,,
October,,,0.77,5.47,,,,,,,,
November,,,1.62,1.49,,,,,,,,
December,,,3.19,2.76,,,,,,,,
Total,,,27.07,29.91,,,,,,,,
Calc annual,0.00,0.00,27.07,29.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,NaN,NaN,-0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
