"BEXLEY, PARKHURST",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,NONE,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,3.01,,,,,,,
February,,,,,1.14,,,,,,,
March,,,,,0.87,,,,,,,
April,,,,,3.88,,,,,,,
May,,,,,3.57,,,,,,,
June,,,,,3.47,,,,,,,
July,,,,,2.73,,,,,,,
August,,,,,2.38,,,,,,,
September,,,,1.37,3.93,,,,,,,
October,,,,5.20,4.12,,,,,,,
November,,,,2.04,4.06,,,,,,,
December,,,,2.54,3.44,,,,,,,
Total,,,,,36.60,,,,,,,
Calc annual,0.00,0.00,0.00,11.15,36.60,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,NaN,NaN,NaN,NaN,0.00,NaN,NaN,NaN,NaN,NaN,NaN,
