"WORKSOP HARDWICK",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,1.88,2.38,1.17,,,,,,,,
February,,0.23,2.51,4.13,,,,,,,,
March,,0.88,1.71,1.37,,,,,,,,
April,,1.03,2.66,1.86,,,,,,,,
May,,1.48,1.22,3.17,,,,,,,,
June,,0.55,0.89,0.90,,,,,,,,
July,,0.41,3.76,3.73,,,,,,,,
August,,4.43,6.59,2.65,,,,,,,,
September,,0.70,2.29,2.34,,,,,,,,
October,,3.17,0.96,1.56,,,,,,,,
November,,1.65,0.98,2.11,,,,,,,,
December,,0.94,3.44,2.61,,,,,,,,
Total,,17.35,29.39,27.60,,,,,,,,
Calc annual,0.00,17.35,29.39,27.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,NaN,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
