"BIRMINGHAM, CARPENTER RD EDGBASTON",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2480,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,2.24,3.24,2.83,5.03,1.40,4.75,
February,,,,,,3.22,2.29,2.84,2.50,0.65,0.91,
March,,,,,,1.21,0.70,2.77,2.15,0.18,2.77,
April,,,,,,2.20,2.48,1.60,1.58,0.84,2.81,
May,,,,,,3.15,4.21,1.96,0.47,1.83,1.93,
June,,,,,,0.30,1.44,4.23,2.93,1.66,1.38,
July,,,,,,3.37,1.87,2.96,1.27,1.64,4.39,
August,,,,,,3.13,2.11,3.66,1.90,2.13,3.36,
September,,,,,,3.71,1.04,4.01,0.66,0.87,4.34,
October,,,,,,3.86,2.36,1.77,4.66,4.11,2.97,
November,,,,,,1.74,5.90,3.66,4.07,7.21,3.23,
December,,,,,,2.52,0.46,2.63,1.90,5.51,3.03,
Total,,,,,,30.65,28.10,34.92,29.12,28.03,35.87,
Calc annual,0.00,0.00,0.00,0.00,0.00,30.65,28.10,34.92,29.12,28.03,35.87,
Difference,NaN,NaN,NaN,NaN,NaN,0.00,0.00,0.00,0.00,0.00,0.00,
