"NINFIELD, HAZRDS GREEN PUMPING STATION",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,542/5,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,2.99,1.92,3.40,1.25,2.10,2.82,2.39,1.99,3.37,1.09,2.89,
February,0.60,0.78,1.86,3.52,0.65,2.89,2.85,2.76,1.24,0.92,1.30,
March,1.64,1.39,1.74,2.03,1.51,0.73,0.36,3.24,1.47,0.05,1.76,
April,2.46,1.36,2.93,2.16,2.36,2.44,2.89,1.78,2.17,0.78,1.38,
May,1.23,1.05,0.71,2.98,2.57,2.45,2.26,0.64,2.47,1.87,2.30,
June,1.28,0.05,1.47,0.56,1.41,0.10,3.36,3.31,2.59,1.84,1.39,
July,2.92,0.30,2.69,1.58,2.65,4.23,1.77,3.06,1.13,1.07,2.15,
August,1.65,1.34,2.61,1.91,3.58,1.41,1.78,4.72,1.71,1.33,2.75,
September,2.98,0.60,2.98,2.53,1.90,2.28,0.65,4.15,0.35,0.38,2.75,
October,1.11,0.92,1.26,6.53,3.92,3.57,2.61,1.37,6.33,0.64,1.35,
November,1.64,1.50,1.69,2.45,3.49,2.91,6.54,3.36,3.85,5.95,5.03,
December,3.10,2.62,2.73,2.97,3.46,4.17,0.70,4.48,2.44,6.10,2.63,
Total,23.60,13.83,26.07,30.47,29.60,30.00,28.16,34.86,29.12,22.02,27.68,
Calc annual,23.60,13.83,26.07,30.47,29.60,30.00,28.16,34.86,29.12,22.02,27.68,
Difference,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,-0.00,
