"FORMBY (INCE BLUNDELL)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2806/5,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,2.97,1.79,2.78,3.65,5.24,1.55,4.49,
February,,,,,0.58,5.17,2.79,1.48,2.95,0.82,0.52,
March,,,,,1.17,0.87,0.63,2.83,1.84,1.16,2.93,
April,,,,,1.86,1.86,1.38,1.69,0.79,0.80,3.06,
May,,,,,3.70,4.30,3.17,0.72,1.79,1.76,1.00,
June,,,,,4.56,0.09,1.63,3.38,4.47,1.45,1.62,
July,,,,,4.49,3.12,4.14,4.27,1.47,2.54,3.99,
August,,,,,5.58,2.58,3.32,4.75,4.00,4.57,6.64,
September,,,,,4.37,4.51,4.53,4.22,1.06,1.66,2.67,
October,,,,,4.63,3.74,3.94,2.64,3.53,5.05,4.26,
November,,,,,2.18,2.89,4.81,4.63,4.86,5.15,5.74,
December,,,,,4.52,2.32,1.08,1.13,2.62,5.10,3.96,
Total,,,,,40.61,33.24,34.20,-999.00,34.62,31.61,40.88,
Calc annual,0.00,0.00,0.00,0.00,40.61,33.24,34.20,35.39,34.62,31.61,40.88,
Difference,NaN,NaN,NaN,NaN,0.00,0.00,0.00,-1034.39,0.00,0.00,0.00,
