"CAMBUSLANG (GREENLEES FILTERS)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5204,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,6.62,7.75,3.87,4.46,4.26,5.29,4.96,6.20,9.71,1.35,6.40,
February,7.12,0.79,3.81,4.13,0.65,4.22,4.03,1.96,4.59,2.10,0.29,
March,4.97,6.51,2.29,1.68,0.99,2.48,2.68,2.76,2.87,0.75,2.67,
April,1.89,0.95,1.88,4.18,1.85,4.68,2.45,2.49,1.14,1.72,1.12,
May,5.45,2.19,2.96,1.98,4.89,7.10,2.69,2.05,2.21,2.95,1.39,
June,1.54,0.55,1.88,1.33,2.46,0.36,2.03,4.18,4.95,3.16,2.41,
July,3.47,3.51,2.32,4.01,3.00,2.05,3.21,4.44,2.42,3.12,3.93,
August,5.15,5.93,3.24,5.81,3.34,3.05,2.19,6.55,3.29,4.34,5.67,
September,2.27,2.59,1.31,6.10,5.11,3.43,3.00,6.09,3.16,1.18,4.02,
October,1.37,4.52,1.70,6.17,3.26,3.04,4.74,5.29,6.35,4.72,6.18,
November,4.30,2.23,2.44,4.07,3.39,0.99,6.01,4.06,4.27,6.52,5.07,
December,3.94,7.75,4.11,3.74,6.88,3.43,1.42,0.65,4.12,8.70,3.35,
Total,48.09,45.27,31.81,47.66,40.07,40.12,39.41,46.72,49.08,40.61,42.50,
Calc annual,48.09,45.27,31.81,47.66,40.08,40.12,39.41,46.72,49.08,40.61,42.50,
Difference,0.00,0.00,0.00,0.00,-0.01,-0.00,-0.00,0.00,-0.00,0.00,0.00,
