"WANDSWORTH COMMON, HERONDALE AVENUE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,NONE,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,,,1.55,2.92,0.81,,
February,,,,,,,,3.28,1.31,0.45,,
March,,,,,,,,2.29,1.48,0.02,,
April,,,,,,,,1.87,1.42,0.98,,
May,,,,,,,,1.07,2.61,1.16,,
June,,,,,,,,3.35,2.22,0.88,,
July,,,,,,,,3.36,2.34,1.47,,
August,,,,,,,,3.35,2.47,1.54,,
September,,,,,,,,3.84,0.81,0.18,,
October,,,,,,,2.09,1.11,3.65,2.30,,
November,,,,,,,4.77,2.64,1.59,4.97,,
December,,,,,,,0.30,4.01,2.34,3.93,,
Total,,,,,,,,31.72,25.16,18.69,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,7.16,31.72,25.16,18.69,0.00,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,0.00,NaN,
