"NORTH WALSHAM EMPSON HOUSE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,1.81,1.96,4.44,1.78,2.17,1.32,2.77,1.90,,,,
February,0.59,0.42,2.68,2.65,1.59,1.80,1.80,1.84,,,,
March,0.99,0.95,1.61,1.67,0.78,1.56,0.33,2.20,,,,
April,2.59,1.28,2.60,0.88,1.50,2.15,2.82,1.54,,,,
May,0.91,1.28,0.47,1.74,3.47,2.05,1.30,0.81,,,,
June,1.51,0.36,1.34,0.90,1.53,0.79,3.28,4.56,,,,
July,2.71,0.45,5.18,2.41,2.00,1.80,1.49,2.74,,,,
August,1.93,2.43,1.37,2.38,1.83,3.22,2.07,2.45,,,,
September,2.67,0.82,2.83,1.82,2.79,3.51,1.28,3.66,,,,
October,1.13,2.05,1.60,3.21,4.16,1.60,2.85,2.83,,,,
November,0.80,2.16,1.68,4.11,1.63,4.14,2.95,4.58,,,,
December,2.94,2.21,2.13,3.64,2.41,3.11,1.27,2.01,,,,
Total,20.58,16.37,27.93,27.19,25.86,27.05,24.21,31.12,,,,
Calc annual,20.58,16.37,27.93,27.19,25.86,27.05,24.21,31.12,0.00,0.00,0.00,
Difference,-0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,NaN,NaN,NaN,
