"GLEN BRUAR (BRUAR LODGE)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5565,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,5.38,5.84,5.55,2.41,6.58,7.55,7.27,9.22,1.31,6.61,
February,,1.16,3.56,7.48,1.66,6.44,4.57,2.08,5.30,1.81,0.58,
March,,6.45,1.86,1.89,0.55,2.14,2.98,4.28,5.01,1.16,2.12,
April,,0.64,3.99,3.05,1.69,4.87,2.91,3.19,1.52,1.95,2.20,
May,4.16,3.26,3.53,4.91,4.76,6.76,4.08,3.82,2.30,4.28,2.53,
June,1.32,0.98,2.41,1.49,2.27,0.71,3.65,4.79,4.62,2.79,2.59,
July,3.61,2.90,4.89,2.96,5.96,3.45,2.48,6.79,2.61,4.92,2.75,
August,3.44,5.32,3.27,6.19,4.95,3.24,4.01,4.46,6.73,5.65,6.51,
September,2.67,2.27,2.29,5.22,6.14,3.68,3.33,7.23,4.64,2.40,5.61,
October,4.35,3.81,2.05,7.06,4.06,4.23,6.30,5.37,7.39,7.08,8.21,
November,6.04,2.92,2.60,3.07,3.17,1.27,7.66,4.37,6.74,5.64,6.02,
December,4.98,5.84,5.42,2.53,7.83,5.16,2.21,1.03,4.41,9.70,5.04,
Total,,40.93,41.71,51.40,45.45,48.53,51.73,54.68,60.49,48.69,50.77,
Calc annual,30.57,40.93,41.71,51.40,45.45,48.53,51.73,54.68,60.49,48.69,50.77,
Difference,NaN,-0.00,0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,
