"ORTON",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,9.65,13.15,5.08,5.17,5.91,7.14,,,,,,
February,8.01,0.15,5.80,8.42,0.91,7.78,,,,,,
March,7.28,9.31,4.85,3.61,1.99,2.13,,,,,,
April,5.47,1.08,2.88,4.37,2.40,6.06,,,,,,
May,9.57,4.22,3.35,3.85,8.68,6.75,,,,,,
June,1.65,0.26,2.44,1.98,4.31,0.09,,,,,,
July,9.07,3.71,7.19,4.42,6.41,1.45,,,,,,
August,3.73,7.76,4.86,9.37,3.93,5.10,,,,,,
September,2.94,2.49,4.31,5.59,8.89,4.64,,,,,,
October,1.45,2.43,2.40,11.27,6.47,6.05,,,,,,
November,5.71,2.46,3.05,8.73,4.47,1.56,,,,,,
December,6.42,12.61,10.18,5.67,12.32,7.11,,,,,,
Total,70.95,59.63,56.39,72.45,66.69,55.86,,,,,,
Calc annual,70.95,59.63,56.39,72.45,66.69,55.86,0.00,0.00,0.00,0.00,0.00,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,
