"OAKAMOOR (WOODBANK)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,None,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,3.61,3.85,,,,,,,,,,
February,3.15,0.24,,,,,,,,,,
March,2.47,1.79,,,,,,,,,,
April,5.33,1.33,,,,,,,,,,
May,3.53,1.72,,,,,,,,,,
June,3.42,0.47,,,,,,,,,,
July,4.92,1.10,,,,,,,,,,
August,1.78,4.42,,,,,,,,,,
September,2.44,1.31,,,,,,,,,,
October,2.03,2.58,,,,,,,,,,
November,0.92,2.07,,,,,,,,,,
December,2.88,2.62,,,,,,,,,,
Total,36.48,23.50,,,,,,,,,,
Calc annual,36.48,23.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,-0.00,-0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
