"PURLEY (COUNCIL OFFICES)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,93/5,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,,,,,,,
February,,,,,,,,,,,,
March,,,,,,,,,,,1.56,
April,,,,,,,,,,,1.87,
May,,,,,,,,,,,3.12,
June,,,,,,,,,,,0.72,
July,,,,,,,,,,,2.13,
August,,,,,,,,,,,2.85,
September,,,,,,,,,,,3.68,
October,,,,,,,,,,,1.29,
November,,,,,,,,,,,4.19,
December,,,,,,,,,,,1.92,
Total,,,,,,,,,,,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.33,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
