"JOHNSTOWN CASTLE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,6066,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,3.08,1.59,7.31,5.07,8.17,2.99,4.76,2.38,6.50,
February,,,2.35,6.57,0.77,4.39,3.70,2.41,2.58,6.42,1.70,
March,,,2.23,3.27,1.49,0.47,0.67,4.55,6.61,1.46,6.50,
April,,0.44,3.11,3.74,2.49,3.39,2.63,1.12,3.47,0.94,2.63,
May,,1.87,1.86,1.44,3.28,4.32,2.08,2.17,2.50,4.45,3.43,
June,,0.13,0.95,0.69,3.16,0.10,2.92,3.85,6.17,2.36,2.00,
July,,3.82,4.64,3.69,5.61,2.64,3.07,1.74,1.83,3.26,2.42,
August,,5.88,6.87,5.96,2.99,2.59,3.40,5.98,4.33,2.19,4.99,
September,,1.13,3.02,2.17,4.79,2.48,1.51,3.53,1.09,1.96,4.76,
October,,3.16,1.33,4.66,4.33,4.86,4.40,3.85,6.63,4.84,6.60,
November,,5.17,1.24,2.99,4.18,2.70,6.24,5.31,5.66,8.85,4.22,
December,,1.83,3.77,3.15,6.06,1.94,0.82,5.30,4.91,10.78,5.40,
Total,,,34.45,39.92,46.46,34.95,39.61,42.80,50.54,49.89,51.15,
Calc annual,0.00,23.43,34.45,39.92,46.46,34.95,39.61,42.80,50.54,49.89,51.15,
Difference,NaN,NaN,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,
