"MASHAM MOOR HEALEY",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,None,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,4.62,6.08,4.75,,,,,,,,,
February,2.31,0.16,3.58,,,,,,,,,
March,4.15,1.97,,,,,,,,,,
April,6.57,1.65,,,,,,,,,,
May,3.79,1.53,,,,,,,,,,
June,1.25,0.55,,,,,,,,,,
July,5.72,2.28,,,,,,,,,,
August,1.34,4.91,,,,,,,,,,
September,1.26,1.66,,,,,,,,,,
October,3.81,1.56,,,,,,,,,,
November,2.02,2.74,,,,,,,,,,
December,3.39,4.64,,,,,,,,,,
Total,40.23,29.73,,,,,,,,,,
Calc annual,40.23,29.73,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,-0.00,-0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
