"INVERURIE, WESTFIELD",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5649,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,1.90,1.08,4.40,2.16,1.60,0.99,3.49,1.53,2.61,1.95,1.54,
February,0.92,0.56,2.33,8.17,1.80,4.54,2.79,1.58,0.58,2.36,1.80,
March,1.90,1.73,1.70,0.78,1.22,2.14,1.00,2.39,2.93,0.39,1.50,
April,2.53,1.05,3.01,1.64,1.20,2.10,2.80,2.41,2.06,1.55,2.96,
May,3.14,1.05,1.33,5.07,5.45,2.85,2.66,2.67,1.34,1.90,1.48,
June,0.25,1.17,2.06,0.62,1.18,0.89,2.41,2.52,2.67,1.75,1.27,
July,2.95,1.56,3.23,2.31,3.86,3.94,3.24,1.46,1.56,3.72,3.41,
August,2.73,1.65,2.44,3.43,5.64,0.95,1.51,2.47,4.04,3.56,6.90,
September,2.03,1.04,2.41,1.91,3.82,2.29,4.46,5.83,2.88,1.56,4.86,
October,3.57,1.32,1.69,2.91,2.35,2.31,4.30,3.95,2.04,2.93,2.91,
November,1.16,1.83,1.73,3.03,2.41,2.09,4.08,4.38,3.13,2.45,2.93,
December,2.61,1.27,1.93,3.58,1.82,2.66,1.17,3.23,2.90,6.18,3.25,
Total,25.69,15.31,28.26,35.61,32.35,27.75,33.91,34.42,28.74,30.30,34.81,
Calc annual,25.69,15.31,28.26,35.61,32.35,27.75,33.91,34.42,28.74,30.30,34.81,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,
