"BRIDLINGTON GRAMMAR SCHOOL",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,3405,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,2.67,2.53,3.49,1.62,2.22,1.62,2.22,1.80,3.69,2.37,3.00,
February,0.79,0.21,2.88,3.42,1.52,2.51,1.37,1.35,1.59,0.94,1.05,
March,2.13,0.83,2.06,1.50,1.14,1.49,0.52,1.33,1.98,0.05,2.05,
April,3.63,1.00,0.92,1.51,1.35,2.53,1.24,2.38,1.44,1.08,2.78,
May,2.05,2.49,0.98,3.33,3.00,2.16,1.80,1.20,1.31,1.26,1.40,
June,0.79,0.24,1.67,0.93,1.93,0.13,3.25,3.20,4.17,1.55,1.58,
July,4.90,0.88,4.92,3.20,3.96,1.21,2.02,2.89,0.52,1.53,5.05,
August,1.47,3.19,3.10,2.43,2.72,2.49,2.57,5.41,3.39,2.09,3.04,
September,1.82,0.65,2.79,1.90,2.10,3.21,1.36,3.85,0.51,0.37,4.43,
October,1.70,1.40,1.55,1.66,3.71,1.81,3.60,1.46,3.11,2.15,1.74,
November,0.50,3.85,1.88,2.74,1.85,4.57,2.61,4.02,2.12,3.63,3.77,
December,2.87,1.68,2.39,2.64,2.27,3.93,1.26,1.99,1.52,4.82,2.28,
Total,25.32,18.95,28.63,26.88,27.68,27.66,23.82,30.88,25.35,21.84,32.17,
Calc annual,25.32,18.95,28.63,26.88,27.77,27.66,23.82,30.88,25.35,21.84,32.17,
Difference,0.00,-0.00,-0.00,-0.00,-0.09,0.00,-0.00,-0.00,0.00,0.00,0.00,
